,Média_1,Mediana_1,ValorPico_1,RMS_1,Kurtosis_1,Skewness_1,Média_2,Mediana_2,ValorPico_2,RMS_2,Kurtosis_2,Skewness_2,Média_3,Mediana_3,ValorPico_3,RMS_3,Kurtosis_3,Skewness_3,Média_4,Mediana_4,ValorPico_4,RMS_4,Kurtosis_4,Skewness_4,Média_5,Mediana_5,ValorPico_5,RMS_5,Kurtosis_5,Skewness_5,Média_6,Mediana_6,ValorPico_6,RMS_6,Kurtosis_6,Skewness_6,Média_7,Mediana_7,ValorPico_7,RMS_7,Kurtosis_7,Skewness_7,Média_8,Mediana_8,ValorPico_8,RMS_8,Kurtosis_8,Skewness_8,Média_9,Mediana_9,ValorPico_9,RMS_9,Kurtosis_9,Skewness_9,Hs,Tp,dir
22,-1.0461999823218782e-05,-4.812784352274319e-14,0.0009040349393102643,0.00016203090330980672,24.110998794627022,-1.1010562485334876,-1.808261933884849e-05,-2.0292127139782295e-15,0.0005163392123373182,0.00014768292716568136,18.215930185931747,-2.957783249942526,-2.3754903234932964e-06,2.38339102803042e-11,0.007154040926920293,0.002293076625076723,32.780423301991604,-4.260766437188583,1.5061164909727106e-05,4.144554900263167e-09,0.0003844727748530707,5.8276441758808295e-05,25.261916791350533,4.9583626475426685,0.0005512567021837127,2.994866094478194e-09,0.017277365715931987,0.0021445850949289094,41.37713104550488,5.949307722665866,0.0012020970060354925,9.353525671450524e-10,0.023362376774239482,0.003998022962641599,15.716537294886095,3.881361836011486,-5.3335895143899736e-05,-2.3384886969948917e-12,1.7750661414810767e-06,0.00022338572887783647,31.306925628830136,-5.4351908861731255,5.126222573878429e-05,-6.504241308793821e-14,0.002403663487815325,0.000403012574756297,21.942974263453554,4.461525996520526,0.00015361938905810604,1.0622259528192577e-11,0.01041952732088938,0.0014423582832275013,32.12499178093818,2.312685021794017,0.9248086,8.13195,12.513684
23,5.474570896184946e-05,1.240423376192951e-12,0.0013551140553251522,0.0002044166626821585,21.266978603914033,4.314966688211076,6.227763283747365e-05,1.2269403528642405e-14,0.0023084714242907474,0.0003042277911919734,33.183652028275546,5.324114983820119,6.564224451101267e-05,1.3944664677503609e-10,0.0012697957828153076,0.00022749346170433825,16.47251123497304,4.031737074075976,0.00030565153766325766,4.8003630299025995e-08,0.004360195139461754,0.0008434223017841415,9.889015861360344,3.1470001475200404,6.676246166897957e-05,4.527553218829236e-09,0.000873654716124858,0.00019835987329560332,9.12565862918226,3.174404728837398,8.697119822657909e-05,1.9586403127163723e-09,0.0020548868075253813,0.0003118181419357371,24.156639368136926,4.789018944129111,9.710752688746128e-05,8.78776608115836e-12,0.0017693846237024876,0.0002960494423122565,15.374409616314818,3.7309701636803796,7.380804904368367e-05,1.9217067835587567e-15,0.0023095353553640504,0.00033953999755927496,25.142393916307896,4.765106434436059,-5.185824533237619e-06,4.699639602274203e-12,0.0001700069959623936,5.0287862675338325e-05,18.598690026974133,-2.822022024227922,1.4409585,6.1266847,327.6325
24,1.9780684161896697e-06,2.828143452944227e-12,0.0005979825497263321,9.417354923879821e-05,19.494035987130843,1.4493208653056602,3.792413612250758e-05,3.279441976740089e-13,0.001151033256189727,0.00014331882243161562,41.26351190270832,5.947667634649852,2.0778665320111487e-05,8.273924446723174e-12,0.0009698358742790532,0.00011667546822370538,45.84583801897723,6.2557983293948976,8.454477193517494e-05,1.239783145074539e-08,0.0014598582446139763,0.00024361367909336325,14.896981001118785,3.668560228342713,4.3768043271320546e-05,4.548326145967578e-09,0.0006183801509732229,0.00013208767004062918,11.161760775380635,3.3803127611313775,5.456630984746189e-05,4.146464542769479e-09,0.0018434797986834062,0.00022934307955143295,41.168502917820945,6.02959574421527,-3.787991328800212e-05,-2.2376813942103264e-12,0.0001218322796105862,0.00013147781684590224,19.364140707300937,-4.134549311968415,9.54259288442057e-06,-5.35890333205211e-15,0.0006404414322791443,8.887736787834303e-05,26.771012875783388,4.165762660834277,1.5384296434281297e-05,4.6991816773467986e-12,0.00042017080734412334,5.592057419686201e-05,31.283305950531947,5.0342448951086665,0.9007476,6.3943996,104.9105
25,-2.0612530539525373e-05,5.3872016994893505e-12,0.0010683397613866488,0.0002423769192924134,19.506706762904187,-2.3653805571153597,5.700534828628184e-05,1.1750706790386265e-14,0.001759185585697225,0.00029608553758697306,15.42482392966297,3.5202687990329986,4.704679123163474e-05,3.563971300465138e-12,0.0023145733984934005,0.00034305326176482044,21.81199803590863,2.5192351592690048,0.00026196080488558753,5.791662469067422e-09,0.003849973627137119,0.0007833778456396805,9.61851850045847,3.199210497042351,0.00029317003837583337,3.098437373833041e-09,0.005663561860549003,0.0009594229450877417,16.280096849075665,3.9344564146230807,0.00010361546795198096,3.5003982980761064e-10,0.0012966577640275633,0.0002742474415539951,6.906238240015073,2.7225883760664615,-0.00020785394007461722,-5.192910848075618e-12,5.817001413194061e-06,0.000609929716470318,10.375621505669834,-3.1860178921359696,-8.643581604301648e-05,-8.483117915399816e-16,0.0004799950043512252,0.0003192735685235357,15.338045753417422,-3.6305783144542354,2.0404389166212862e-05,3.840100617942598e-12,0.0010026971422184884,0.00028905831400276863,20.96644485605563,-2.000412493787661,0.92483133,7.3833866,83.0975
26,5.261528614153487e-07,-1.7258510057823046e-12,0.001074270976777213,0.00019458402949859267,12.390107394465005,1.7221010052517174,-5.849210336305709e-05,-1.6827667707346135e-13,0.00025249019637299796,0.00022388559499959736,16.723632896960446,-4.035030715479583,7.267187946261608e-06,1.733625685768513e-11,0.0007679162567699457,0.0002157699409833621,28.795679303488342,-2.5140161569825046,0.00023506611793163012,4.987351825605726e-08,0.0034739035568147067,0.0007061717392252463,12.564506031234751,3.5648830673417424,0.00016025672289559365,4.977433306615848e-09,0.004916619053632792,0.0006270520360403738,40.49514339783462,6.0540210661518605,9.150391292377841e-05,8.543937872704756e-09,0.0019821442797173304,0.0003326351114744432,17.64631062675128,4.1794932732183465,0.00012278086509605186,4.996090027863846e-11,0.00308462457756607,0.0004334973006474621,26.549477004574683,4.7984419302601315,-3.826325042647979e-05,-7.72721732737835e-16,0.0004606874875411634,0.0002231381655838432,12.80620820246227,-3.1785405229372055,2.1791898226207896e-05,5.1831459069763494e-12,0.0005599346944258927,0.00012371227661850043,15.92979674944976,0.3439223179337084,0.99815154,6.761065,255.34976
27,6.1564300978305915e-06,-6.411595014450881e-13,0.0012362344283241731,0.00022111577807638124,14.94879542918273,1.830929815950023,-5.603599071757934e-05,3.449211814270714e-15,0.0006809281214792702,0.00032638057789546957,26.156344301488502,-4.404995800980186,6.792521152537846e-05,1.1887306278125024e-11,0.002037718161905508,0.00035017622212070096,16.570459846856032,3.2032985457412195,0.00018658226790641916,1.6793886483500533e-08,0.0032395148497154297,0.00055977133745543,12.608676763580942,3.43027407712542,0.00022044601637085252,3.4941187132984242e-09,0.004821183171472751,0.000765761083174703,21.21478700555723,4.483469731545049,0.00012445243018718556,1.0273685293883816e-09,0.0017284820700421955,0.00034393656010279366,8.25658388182818,2.9032369856283538,0.00014884771341247107,1.3337655931067747e-11,0.002415726734518454,0.00045118456370722,12.02636330866155,3.4526408122362535,6.018447470003984e-05,4.047720416442387e-15,0.0015850597115615837,0.0002752648939918919,14.888894487708171,3.602227806827102,2.4862096414536352e-05,1.3381655535619867e-12,0.0009517146733058202,0.0002623348507704064,28.989627483924647,-2.65742032455261,0.9637611,7.259714,281.42984
28,-5.734149793300193e-06,-1.6469816842137509e-13,0.0001561791389478598,3.659574601699367e-05,14.543573536604868,-1.9083371891788812,8.600586555595087e-06,4.738983051698832e-16,0.00029550915027611583,4.898498112306198e-05,15.150085020258537,3.0766097844056595,7.103351450661476e-06,6.302595384828165e-12,0.0002988831665334132,3.990492230584034e-05,30.04807942904025,4.709879924861003,6.192625321558025e-05,5.79780101648746e-09,0.0009740351805387377,0.0001684629240432295,12.117566260722485,3.2668545225173156,2.518105878018301e-05,2.9666031999743022e-09,0.00037318725860709454,7.043279302488588e-05,10.377598095489345,3.1622434749967803,1.5145125923213043e-05,4.381825230455353e-10,0.0004411597432645466,5.436993862473622e-05,42.572503416812964,5.971219250064026,-3.192645464467157e-05,-8.404725923931894e-13,4.554931661676481e-06,8.8404429288848e-05,13.618290673294805,-3.4360895442034547,-7.820019947527365e-06,-1.5488019862336943e-15,0.0001697740613258194,4.5788969115379e-05,9.798450257874958,-1.9224531879282603,4.5853151942538564e-06,1.4585068392420642e-12,8.673320985240563e-05,1.8925560838368977e-05,9.86762753637405,3.0368158550432645,0.867533,6.2047286,108.66006
29,-0.0006086332066829311,-7.535538042981029e-14,0.007830324850851918,0.004367754392274051,28.320602075021764,-4.879098764252351,-0.000656248870699722,-4.470490971236628e-15,0.005207741465120227,0.00341103013870278,23.282298123121194,-4.608729922421802,-0.0007605168558636301,7.031857171233445e-11,0.015005129052422565,0.007004358137831884,20.826073942741555,-4.056556188362511,0.0012973105438257822,1.5144032510536586e-08,0.023269721589765174,0.004237736827648987,12.841755570944144,3.583033861741873,0.0045537175974811,3.1940024114590657e-09,0.168314781683842,0.019869030599681946,49.74232416264025,6.6018866296667476,0.0019648969105463716,1.7171050170824995e-09,0.06489257823421066,0.0078181990444091,46.207376464208046,6.3021860847934,-0.00174611462236136,-2.6754902135971845e-12,0.00034729566893262393,0.006900168131375896,38.74049796225391,-5.764956969452745,0.00040744721510010815,-5.778244773600557e-17,0.0315756920080062,0.003963791021130745,38.23542527435634,5.029735895500967,-0.0010609970114158092,6.826917795081398e-12,0.01684386788186768,0.010254758728730608,68.228016441805,-7.87128443288171,1.3342452,8.425498,42.345455
30,-0.00019944601481449917,4.101108215862588e-13,0.005472479202066453,0.0017253529192744494,36.04809340332636,-4.874701502005973,-0.0003059131229409627,2.3989123729498804e-15,0.0026641913778806597,0.0016690178109147022,26.238212345283422,-4.802514224114489,0.0006680501729166162,5.799444378992803e-10,0.05240972386779814,0.010909522671091215,16.262202623304283,-0.4820148307121575,0.00016544131591577458,4.0850019197642235e-08,0.003953215263996446,0.0006637844181988299,23.435701976701804,4.873940380883622,0.0031744297698964013,5.691635221033105e-09,0.07267750981470764,0.011757575827255909,20.968442399960754,4.462014754035778,0.0063248742859115525,1.0388732201734765e-08,0.11869290442931647,0.021070607966771474,15.116985269783683,3.831770766424123,-0.00035516025750530894,-3.4666829808597988e-12,6.401878079038271e-06,0.0014957292116024765,34.16943565950308,-5.649907405078324,0.00037569968818614534,1.954768585219058e-15,0.021637034566698944,0.0029038846360198442,31.33872479350871,5.0631710366427605,0.0004509422024171243,2.5363856447749553e-11,0.04110006124012813,0.008853877521280877,40.76413287195317,-3.691980792836288,1.8040577,8.240147,18.043673
31,-1.2082000933242094e-07,-4.12423444814176e-13,0.00010174151241778286,3.746087572435978e-05,27.372255468257325,-4.1788978336321785,1.121943435080721e-06,3.1403533172346205e-15,7.138680041168044e-05,1.4266878087261855e-05,11.783881852866845,-0.01540620618339727,0.00026999879711682933,5.190064586252603e-11,0.009251418454547966,0.0012817499401082976,30.594715130409952,5.2946567556868365,1.431608287384093e-06,1.70646828409432e-09,5.922188320942891e-05,6.286708592358216e-06,76.49708212773756,8.467759876421763,0.002109452463583506,6.170556481309467e-09,0.06146194865836378,0.008565234438589949,30.069473176949074,5.261101278685377,0.00021508341758283276,3.3505638212415813e-09,0.005503661053833537,0.0008499783890437846,28.084206475979347,5.232034828848634,1.7250472506761683e-05,3.750356123876982e-13,0.00040536779621818964,7.447876432065297e-05,14.116534939725558,3.839206169466252,3.7348185857687177e-06,1.2334999274721509e-15,0.00020413468996478506,2.7662995970064956e-05,29.119471408978747,4.758504133373762,-0.00011965462073968894,-8.434459630399134e-13,0.005550220397659521,0.001974447113110842,58.070854500931105,-6.664520493052126,1.0963949,7.56193,181.83107
